ID,sentences
1303,Its boundaries are co-extensive with the Western administrative division.
1304,The expedition was not a success.
1305,Lilley is known for being an advocate of marijuana legalisation.
1306,"Eventually, ""almost the entire American cable industry"" was part of this effort."
1307,Fasting and reflection seemed to have brought him to a better spirit.
1308,That doesn't make sense.
1309,The route heads the southeast on towards the village of Richland.
1310,The cause of the stampede is still being determined pending investigation.
1311,Henderson is best remembered for his role as the fictional detective George Bulman.
1312,"The international headquarters are located in Brussels, Belgium."
1313,He became one of the first major classical vocalists to make numerous recordings.
1314,"Napoleon also granted him the title ""Prince of Pontecorvo""."
1315,They would go on to have eight children.
1316,This die is in the form of a regular icosahedron.
1317,His brother George Wilkins was Archdeacon of Nottingham.
1318,The final film has eight scenes with the comedy duo.
1319,The general education classroom is seen as the least restrictive environment.
1320,After the accident the railway's safety record was called into question.
1321,"The largest populations occur in rocky, sparsely timbered areas."
1322,The two most common types of penalties are jumping penalties and time penalties.
1323,"His chief work was a poem in three books, dedicated to his mistress Leontion."
1324,"It is operated by the Hyatt Hotels Corporation, based in Chicago, the United States."
1325,Critics regard the first explanation as the more likely.
1326,The document does not exist.
1327,"He is currently Head of Cricket at Trent College, Nottinghamshire."
1328,It also has a unique program in the Academy of Agriscience.
1329,Nixon replied that his decision was final.
1330,She was later scrapped.
1331,A mosque was built near his tomb.
1332,It was the second election to be performed by secret ballot.
1333,Adherents may also participate in curses against churches.
1334,During this stage the outer layers of the red giant were ejected.
1335,These are recordings that show the player the path other players took.
1336,A jury sentenced Moore to death.
1337,Males are brown or bronze.
1338,Maybe later.
1339,"Either way, I’m happy."
1340,You’re a serpent; and there’s no use denying it.
1341,It would be fatal.
1342,"In low-energy collisions, double hulls can prevent flooding beyond the penetrated compartment."
1343,Criticism has also pointed to the lack of testability of the general theory.
1344,"It forms the spine of what is known as ""Constable country""."
1345,Twenty-nine persons were arrested.
1346,"This caused confusion, as the town and post office had different names."
1347,John Barnes crossed from a free-kick for Platt to score with a headed goal.
1348,Kirvin is served by the Wortham Independent School District.
1349,"During this time, he was the Baby of the House."
1350,Then suppose you give me the money.
1351,I had that right here.
1352,This could take several days or even weeks.
1353,"As with other Loblaw stores, Zehrs is noted for carrying President's Choice products."
1354,Calvanist Palatines and several other religions to a lesser extent were also represented.
1355,Her last major result was a proof of Nikiel's conjecture.
1356,The church is dedicated to Saint Benedict and Our Lady of Sorrows.
1357,Mr. Roestel went on to found Multidata Systems International.
1358,"Langarus invaded their territory, preventing them from carrying their purpose into effect."
1359,"In Judaism, anagogical interpretation is also evident in the medieval Zohar."
1360,They also provide a detailed record of eruptions in progress.
1361,It also includes two working water mills: one flour mill and one wool mill.
1362,His writings dealt chiefly with annelid systematics and embryonics.
1363,This proved to backfire as the Roughnecks defeated the Rush in their first meeting.
1364,"In the Baltic Sea, cod, herring, and sprat are considered the most important species."
1365,Later reprinted by Cokesbury.
1366,Calves may be born the following May or June.
1367,Others used very clever screen changes to provide different degrees of visual input.
1368,Two women sitting on the ground knitting.
1369,A young man is talking on a phone while riding a horse.
1370,A child with a bucket over their head.
1371,Look and learn.
1372,It is useless to resist.
1373,To be or not to be
1374,"""I hated it,"" she says."
1375,Several factors determine the net rate of growth or decline.
1376,The impedance seen by the panel derives the operating point of the solar panel.
1377,It's been an amazing journey.
1378,"In the Canadian Census, Canadians with descent from Afghanistan are classified as West Asian."
1379,During World War One he fought as a German soldier in France and Russia.
1380,Pennsylvania has used the painted-on keystone signs since.
1381,An important potential source of dangerous overvoltage is electronic warfare.
1382,The just claim got the right verdict.
1383,Numerous other Yayoi pottery containers were also discovered.
1384,Among past presidents are Tom Leppard.
1385,It was said that the sun once fell from the sky.
1386,The termination triggered the end of the era.
1387,"Dickens mentions the ""George and New Inn, Greta Bridge""."
1388,Panama City was incorporated the following year at the terminus of the line.
1389,His former son-in-law was the singer Peter Gabriel.
1390,"When stored, historical market data is also called time-series data."
1391,Fitzgerald was also Vice-President of the Cork County Board of the Gaelic Athletic Association.
1392,The university is well known for its successful men's rugby club.
1393,"""Vanishing Point"" was created and produced by Bill Lane."
1394,The diet of the silvery marmosets predominantly consists of tree sap.
1395,This was an innovative feature anticipating French classicism.
1396,"Most of its original series are scripted dramas, some of which incorporate comedic elements."
1397,International flights were added over the following years.
1398,"It was named after Harris County, Texas Auditor Harry L. Washburn."
1399,"When possible, he favored creating multiple viewpoints, instead of a traditional single axis."
1400,"""Aaliyah"" received highly positive reviews from critics."
